"Country","COUNTRY","Continent","Region","LifeExpectancy","IMR","Population","AirPollution","HomicidesRate","HealthExp","MedicalDoctors","HospitalBeds","Internet","Literacy","capital","SchoolYears","Unemployment","GDP"
"140","Mozambique","MOZ","Africa","Sub-Saharan Africa",58.13618,50.99607,28569.441,18.51538,5.85158,9.05,0.814,7,4.8491,59.7796096801758,"Maputo",7.58972454071045,3.906,590.369044294331
"141","Mauritania","MRT","Africa","Sub-Saharan Africa",68.37999,32.205,4160.015,38.62039,5.46478,4.12,1.922,4,5.3691,66.9599990844727,"Nouakchott",7.73077392578125,11.109,1616.81571400654
"142","Montserrat","MSR","Americas","Latin America & Caribbean",NA,4.5082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Martinique","MTQ","Americas","Latin America & Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Mauritius","MUS","Africa","Sub-Saharan Africa",74.07175,15.31372,1264.613,10.47694,3.56413,6.39,26.583,34,41.3946,92.1500015258789,"Port Louis",12.4344024658203,7.234,10570.4954572341
"145","Malawi","MWI","Africa","Sub-Saharan Africa",65.62458,31.23901,17881.167,20.18388,2.18166,7.41,0.494,13,4.3506,68.0800018310547,"Lilongwe",9.57214260101318,5.614,554.198503457917
"146","Malaysia","MYS","Asia","East Asia & Pacific",74.718,6.46297,31975.806,25.31689,4.18806,4.38,22.281,18.76841,65.8,82.9153671264648,"Kuala Lumpur",12.4660329818726,3.73,11399.397137351
"147","Namibia","NAM","Africa","Sub-Saharan Africa",64.57598,29.38363,2364.534,10.80783,18.0279,9.38,6.007,27,12.9414,92.25,"Windhoek",9.38443183898926,20.846,4483.28301781046
"148","Namibia","NAM","Africa","Sub-Saharan Africa",64.57598,29.38363,2364.534,10.80783,18.0279,9.38,6.007,27,12.9414,92.25,"Windhoek",11.7409467697144,20.846,4483.28301781046
"149","New Caledonia","NCL","Oceania","East Asia & Pacific",NA,NA,270.81,NA,NA,NA,NA,NA,NA,97.3000030517578,"Noum'ea",NA,12.267,32428.5722348241
"150","Niger","NER","Africa","Sub-Saharan Africa",63.28761,59.50354,21737.922,50.74781,9.62501,5.81,0.343,3.9,1.4077,38.0999984741211,"Niamey",5.4982500076294,0.534,545.412898235706
"151","Nigeria","NGA","Africa","Sub-Saharan Africa",62.61868,70.58854,193495.907,56.47635,9.15958,4.08,3.949,5,32.8763,62.0160102844238,"Abuja",10.1899995803833,5.761,2449.58798087473
"152","Nicaragua","NIC","Americas","Latin America & Caribbean",75.03769,11.41046,6480.532,16.73035,9.44943,9.68,6.637,9.29783,13.5,82.6145477294922,"Managua",10.758749961853,5.565,2119.72620568009
"153","Niue","NIU","Oceania","East Asia & Pacific",NA,20.44009,NA,6.74203,NA,13.76,16.667,NA,82.22453,NA,NA,NA,NA,NA
"154","Netherlands","NLD","Europe","Europe & Central Asia",81.79341,3.50361,17131.296,11.15404,0.62763,11.29,38.355,31.7,93,NA,NA,13.8787689208984,3.538,50546.7893728169
"155","Norway","NOR","Europe","Europe & Central Asia",82.61812,1.77015,5276.968,6.30111,0.49214,9.92,51.684,35.3,95,NA,NA,13.6708278656006,3.171,79636.2745503463
"156","Nepal","NPL","Asia","South Asia",70.88377,22.82087,28183.426,36.74763,2.45976,5.42,8.674,3,11.1493,71.1500015258789,"Kathmandu",12.2549734115601,11.119,1083.03454997816
"157","Nauru","NRU","Oceania","East Asia & Pacific",NA,23.15451,11.682,7.40486,NA,13.06,12.5,NA,NA,NA,NA,NA,NA,8641.76178942671
"158","New Zealand","NZL","Oceania","East Asia & Pacific",81.96268,3.94499,4813.6,8.60929,1.62421,10.05,35.162,25.7,89.5109,NA,NA,13.696813583374,3.253,42558.9362858988
"159","Oman","OMN","Asia","Middle East & North Africa",73.89786,8.69675,4541.854,35.7593,0.81832,4.37,19.937,14.7,60,97.3390579223633,"Muscat",12.7578458786011,2.327,18856.8752373478
"160","Pakistan","PAK","Asia","South Asia",65.60827,52.78068,216379.655,48.52199,8.51433,2.91,10.842,6.3,9.9637,57.9988594055176,"Islamabad",9.37386798858643,6.416,1695.95652138808
"161","Panama","PAN","Americas","Latin America & Caribbean",79.29353,11.93927,4096.063,11.77915,31.02214,9.68,16.291,22.54021,45.1999,95.7360763549805,"Panama City",10.7480020523071,8.789,15388.0558648904
"162","Peru","PER","Americas","Latin America & Caribbean",79.89777,10.9609,31605.486,32.69574,3.40385,6.15,16.455,15.91457,38.2,94.497932434082,"Lima",12.9995756149292,3.661,6554.96105928135
"163","Philippines","PHL","Asia","East Asia & Pacific",70.42632,20.47315,106738.501,22.45141,2.93345,5.87,7.862,9.9,36.2351,96.2781677246094,"Manila",12.9483213424683,2.238,3527.98115242547
"164","Palau","PLW","Oceania","East Asia & Pacific",NA,15.12253,17.837,7.82424,NA,16.38,17.778,NA,NA,96.5937423706055,"Koror",11.7282238006592,NA,12086.9820002852
"165","Papua New Guinea","PNG","Oceania","East Asia & Pacific",65.30473,34.43631,9114.796,9.66694,5.1178,2.32,0.629,NA,2.30196,61.5999984741211,"Port Moresby",10.3196477890015,2.753,2462.5490906188
"166","Poland","POL","Europe","Europe & Central Asia",78.26672,3.7264,37974.826,19.50755,0.49778,6.44,37.137,65.4,65,99.8000030517578,"Warsaw",13.4107799530029,2.602,17117.3281008593
"167","Puerto Rico","PRI","Americas","Latin America & Caribbean",NA,NA,3325.286,NA,NA,NA,NA,NA,NA,92.4000015258789,"San Juan",NA,5.971,29752.128106078
"168","North Korea","PRK","Asia","East Asia & Pacific",72.63359,10.1,25516.321,41.46032,4.2163,NA,36.709,143,NA,99.9981918334961,"Pyongyang",NA,2.962,NA
"169","Portugal","PRT","Europe","Europe & Central Asia",81.57421,2.54337,10300.3,7.28685,0.56688,11.14,56.152,34.5,64,96.7799987792969,"Lisbon",13.9008378982544,5.781,22125.9391947109
"170","Paraguay","PRY","Americas","Latin America & Caribbean",75.80984,15.57174,6355.404,12.30993,1.8737,8.03,32.42,8.28067,27.0758,94.544548034668,"Asuncion",11.309476852417,6.886,6193.37461221618
"171","Palestinian Territories","PSE","Asia","Middle East & North Africa",NA,12.7668,4454.805,28.49674,NA,NA,21.677,NA,NA,97.3782577514648,"",12.1982545852661,25.724,3095.49981243601
"172","French Polynesia","PYF","Oceania","East Asia & Pacific",NA,NA,295.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.098,19262.6131998341
"173","Qatar","QAT","Asia","Middle East & North Africa",77.17221,4.53606,2711.755,54.51748,0.57182,2.89,24.986,12.5,88.10437,97.7466888427734,"Doha",12.8343200683594,0.095,63428.3640907244
"174","Romania","ROU","Europe","Europe & Central Asia",75.5658,5.25822,19588.715,13.30043,1.31836,6.48,29.739,68.921,50,98.9000015258789,"Bucharest",11.8299312591553,5.436,12188.642461532
"175","Russia","RUS","Europe","Europe & Central Asia",73.23246,4.07022,144496.739,10.19226,7.84945,7.39,38.271,71.2,53.2748,99.9277725219727,"Moscow",13.6897916793823,4.72,10030.0390625
"176","Rwanda","RWA","Africa","Sub-Saharan Africa",69.10349,29.65075,12230.339,35.25216,4.33973,7.32,1.162,16,8.02385,75.9000015258789,"Kigali",6.85204315185547,13.009,940.365070250953
"177","Saudi Arabia","SAU","Asia","Middle East & North Africa",74.31111,5.74678,34193.122,57.15638,1.88424,5.97,27.885,22.4,54,97.5850677490234,"Riyadh",12.3571290969849,5.635,21138.646414239
"178","Sudan","SDN","Africa","Sub-Saharan Africa",69.14727,38.94805,40679.828,21.42613,8.61794,2.84,2.626,7.4,21,60.6971817016602,"Khartoum",7.0815601348877,18.73,1684.63037109375
"179","Senegal","SEN","Africa","Sub-Saharan Africa",68.57918,29.13533,15157.793,44.35487,3.31781,4.35,0.842,3,19.2036,57.6699981689453,"Dakar",7.33160591125488,3.434,1465.10574968521
"180","Singapore","SGP","Asia","East Asia & Pacific",83.22195,1.72896,5612.253,13.33302,0.22387,5.57,24.34,24.86167,74.1818,97.1318511962891,"Singapore",13.9209003448486,2.758,67359.7898784862
"181","Solomon Islands","SLB","Oceania","East Asia & Pacific",65.24883,16.0912,643.634,7.8289,1.96201,4.76,1.911,14,6.9974,76.5999984741211,"Honiara",8.33605194091797,1.543,1893.10430072604
"182","Sierra Leone","SLE","Africa","Sub-Saharan Africa",60.7705,78.25416,7677.565,39.4217,7.90551,8.55,0.7,4,1.3,48.6399993896484,"Freetown",9.60564613342285,3.635,626.902043510272
"183","El Salvador","SLV","Americas","Latin America & Caribbean",75.033,10.69381,6266.654,20.42347,53.78262,9.72,29.13,11.98681,25.5,89.9845275878906,"San Salvador",10.9498882293701,3.822,4276.95524469353
"184","San Marino","SMR","Europe","Europe & Central Asia",NA,1.52579,34.056,9.84868,NA,7.98,60.18,NA,50.8826,NA,NA,NA,NA,45269.4740489481
"185","Somalia","SOM","Africa","Sub-Saharan Africa",56.46892,71.12955,14864.221,14.41298,5.36341,NA,0.232,8.7,1.3767,41.0250015258789,"Mogadishu",NA,20.047,509.052606466389
"186","St. Pierre & Miquelon","SPM","Americas","North America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Serbia","SRB","Europe","Europe & Central Asia",75.87003,4.74553,7020.858,20.87459,1.22615,10.01,36.784,56.086,48.1,99.4825286865234,"Belgrade",13.3245878219604,9.473,7493.16180160028
"188","South Sudan","SSD","Africa","Sub-Saharan Africa",62.79444,63.756,10658.226,20.10572,22.25315,5.86,0.395,NA,NA,34.5227584838867,"Juba",4.67714595794678,12.975,1071.77776475545
"189","São Tomé & Príncipe","STP","Africa","Sub-Saharan Africa",70.41647,12.13785,208.036,33.74991,5.63733,7.83,4.893,29,21.5724,93.75,"Sao Tome",NA,15.318,1395.15752802692
"190","Suriname","SUR","Americas","Latin America & Caribbean",71.48003,15.35069,587.559,13.21158,5.79721,5.68,7.95,30.01436,34.6812,95,"Paramaribo",NA,8.639,7141.81649588964
"191","Slovakia","SVK","Europe","Europe & Central Asia",78.23097,4.6295,5439.232,16.26568,0.6449,7.75,46.292,57,80,NA,NA,12.6194791793823,6.094,18877.9593761663
"192","Slovenia","SVN","Europe","Europe & Central Asia",81.30905,1.75004,2066.388,14.60053,1.01824,9.48,32.792,44.3,70,99.5999984741211,"Ljubljana",13.6457633972168,4.18,25349.7585533515
"193","Sweden","SWE","Europe","Europe & Central Asia",82.40387,2.01427,10057.698,6.39694,0.58299,11.25,70.616,21.4,94,NA,NA,13.9364252090454,7.358,55985.9706331466
"194","Eswatini","SWZ","Africa","Sub-Saharan Africa",57.72837,41.49494,1151.39,15.07308,29.84147,7.04,1.397,21,20.78178,89.2799987792969,"Mbabane",6.42372179031372,24.389,4012.95449518722
"195","Sint Maarten","SXM","Americas","Latin America & Caribbean",NA,NA,40.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31782.1295012711
"196","Seychelles","SYC","Africa","Sub-Saharan Africa",73.34014,11.9756,95.843,17.43533,21.84266,5.26,21.073,36,47.076,96.1999969482422,"Victoria",13.0843467712402,NA,14461.5456923254
"197","Syria","SYR","Asia","Middle East & North Africa",72.67168,18.43823,18983.373,25.14079,2.6023,3.05,11.856,14,24.3001,86.3000030517578,"Damascus",NA,9.61,744.674343727853
"198","Turks & Caicos Islands","TCA","Americas","Latin America & Caribbean",NA,3.82613,39.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20323.1487750963
"199","Chad","TCD","Africa","Sub-Saharan Africa",59.63255,66.04942,15085.884,42.96511,13.94676,5.19,0.582,4,2.1,27.2800006866455,"N'Djamena",5.31059169769287,1.412,590.305176223465
"200","Togo","TGO","Africa","Sub-Saharan Africa",64.27029,43.35671,7852.795,35.65757,13.07178,5.56,0.585,7,4,66.5370788574219,"Lome",9.72840404510498,4.066,888.175619676689
"201","Thailand","THA","Asia","East Asia & Pacific",77.6988,7.09591,70898.202,25.48299,7.40938,5.16,9.276,21,26.5,94.0999984741211,"Bangkok",12.7213582992554,0.862,6278.35143969784
"202","Tajikistan","TJK","Asia","Europe & Central Asia",69.50127,27.63936,8925.525,53.64558,1.82055,8.01,17.077,46.667,14.51,99.6999969482422,"Dushanbe",10.8584127426147,7.828,1356.31728120841
"203","Tokelau","TKL","Oceania","East Asia & Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Turkmenistan","TKM","Asia","Europe & Central Asia",69.74881,35.83971,5968.383,26.01524,2.84656,5.57,21.474,40.283,7.1958,99.4000015258789,"Ashgabat",NA,5.019,7297.31105443056
"205","Timor-Leste","TLS","Asia","East Asia & Pacific",69.62458,43.07824,1243.235,21.77346,7.4567,11.44,7.669,59,0.9147,69.9000015258789,"Dili",10.5883512496948,4.864,1611.46865755427
"206","Tonga","TON","Oceania","East Asia & Pacific",72.57066,9.57181,105.415,7.52079,2.15403,6.27,10.094,NA,34.8609,99.4000015258789,"Nuku'alofa",11.5625162124634,3.011,4481.47835159304
"207","Trinidad & Tobago","TTO","Americas","Latin America & Caribbean",76.12728,14.59592,1478.607,10.38714,7.89502,7.02,34.115,30.23838,59.5162,97.9000015258789,"Port-of-Spain",12.4318504333496,3.982,14155.1747962802
"208","Tunisia","TUN","Africa","Middle East & North Africa",77.03745,14.03438,11811.443,27.38949,3.50197,6.97,12.608,21.8,41.4416,83.5599975585938,"Tunis",10.5675792694092,16.124,3894.16668688978
"209","Turkey","TUR","Asia","Europe & Central Asia",78.62457,7.69101,82089.826,23.28436,7.98626,4.57,20.355,28.5,45.13,96.7422103881836,"Ankara",12.06618309021,10.03,14055.1055648777
"210","Tuvalu","TUV","Oceania","East Asia & Pacific",NA,18.12614,10.828,6.80654,NA,19.97,12.613,NA,35,NA,NA,10.8185768127441,NA,3988.40624101948
"211","Tanzania","TZA","Africa","Sub-Saharan Africa",67.34418,34.11225,56267.032,15.92861,12.30398,3.36,0.497,7,13.0803,82.0199966430664,"Dodoma",7.21548700332642,2.762,1057.65832519531
"212","Uganda","UGA","Africa","Sub-Saharan Africa",66.69038,31.16781,40127.085,30.0405,13.9485,4.67,1.583,5,14.6896,80.5899963378906,"Kampala",6.82325077056885,4.28,934.340838964244
"213","Ukraine","UKR","Europe","Europe & Central Asia",73.01635,7.03738,44831.135,13.12368,9.61095,8.01,29.898,74.626,33.7,100,"Kiev",12.9065580368042,9.83,2032.85009765625
"214","Uruguay","URY","Americas","Latin America & Caribbean",77.0994,4.99264,3422.2,8.23782,2.7962,9.36,62,24.25404,55.1146,98.7703475952148,"Montevideo",12.2105159759522,7.841,18214.8075405042
"215","United States","USA","Americas","North America",78.49568,5.35906,325122.128,6.42415,9.39454,17.36,35.55,28.7,81.0252,NA,NA,12.8917512893677,3.611,62789.1279211483
"216","Uzbekistan","UZB","Asia","Europe & Central Asia",73.00793,12.56519,32388.6,38.18974,0.69945,7.74,23.726,39.784,36.5213,99.9999771118164,"Tashkent",12.0410289764404,6.006,3473.3616428672
"217","St. Vincent & Grenadines","VCT","Americas","Latin America & Caribbean",73.21834,12.56386,105.549,9.41283,46.31112,5.36,9.436,43.23082,47.52,96.9000015258789,"Kingstown",12.3129692077637,18.975,8460.36548216137
"218","Venezuela","VEN","Americas","Latin America & Caribbean",73.94636,21.06303,30563.433,15.93198,63.58551,4.04,16.643,8.71281,44.0456,97.5999984741211,"Caracas",NA,5.328,NA
"219","British Virgin Islands","VGB","Americas","Latin America & Caribbean",NA,9.92168,30.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","U.S. Virgin Islands","VIR","Americas","Latin America & Caribbean",NA,NA,107.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.382,36925.3325018833
"221","Vietnam","VNM","Asia","East Asia & Pacific",73.74126,16.43062,94033.048,22.11983,3.27907,4.59,8.326,31.8,39.49,95.7538681030273,NA,12.8594398498535,1.923,3655.46267827855
"222","Vanuatu","VUT","Oceania","East Asia & Pacific",65.3064,19.7136,290.239,8.42148,3.34606,4.37,1.577,NA,10.598,89.0999984741211,"Port-Vila",10.1101665496826,2.089,2575.93080522151
"223","Samoa","WSM","Oceania","East Asia & Pacific",70.45068,14.3725,207.63,8.07386,4.27277,6.8,5.537,10,12.92249,99.0999984741211,"Apia",12.2415075302124,10.313,3591.80494763263
"224","Yemen","YEM","Asia","Middle East & North Africa",66.63147,46.65473,30034.389,40.24584,14.22078,4.25,2.936,7.1,17.4465,54.0999984741211,"Sana'a",8.12793731689453,13.59,1017.87309358737
"225","South Africa","ZAF","Africa","Sub-Saharan Africa",65.25417,26.4272,56641.209,14.20547,13.64325,8.27,8.085,23,41,90.0013580322266,"Pretoria",10.2173156738281,29.806,6022.42750828084
"226","Zambia","ZMB","Africa","Sub-Saharan Africa",62.4529,40.19078,17298.054,18.84579,9.78987,6.62,2.965,20,13.4682,87.5,"Lusaka",8.78896331787109,6.131,1308.10183810137
"227","Zimbabwe","ZWE","Africa","Sub-Saharan Africa",60.68252,35.713,14751.101,15.00578,5.25154,2.79,1.887,17,17.0908,89.8499984741211,"Harare",11.054536819458,7.945,1345.76908226008
